14011;255;255;0x00FF;Response ok
14012;255;255;0x00FF;Response ok
17496;0;0;0x0000;Response ok
17500;1;1;0x0001;Response ok
17501;1;1;0x0001;Response ok
17502;1;1;0x0001;Response ok
17503;1;1;0x0001;Response ok
17504;0;0;0x0000;Response ok
17505;0;0;0x0000;Response ok
17506;0;0;0x0000;Response ok
17507;0;0;0x0000;Response ok
17508;0;0;0x0000;Response ok
17509;0;0;0x0000;Response ok
17510;0;0;0x0000;Response ok
17511;0;0;0x0000;Response ok
17700;0;0;0x0000;Response ok
17701;1;1;0x0001;Response ok
17900;0;0;0x0000;Response ok
17901;0;0;0x0000;Response ok
17902;-1;65535;0xFFFF;Response ok
17903;-1;65535;0xFFFF;Response ok
17904;0;0;0x0000;Response ok
17905;9999;9999;0x270F;Response ok
17906;-1;65535;0xFFFF;Response ok
17907;-1;65535;0xFFFF;Response ok
17908;-1;65535;0xFFFF;Response ok
17909;-1;65535;0xFFFF;Response ok
17910;0;0;0x0000;Response ok
17911;0;0;0x0000;Response ok
18100;0;0;0x0000;Response ok
18101;0;0;0x0000;Response ok
20480;-1;65535;0xFFFF;Response ok
21634;1280;1280;0x0500;Response ok
21635;0;0;0x0000;Response ok
21636;-256;65280;0xFF00;Response ok
21637;-1;65535;0xFFFF;Response ok
